headline,section,date
"On Fox News, Kanye West was 'the dopey little rapper.' Now, praising Trump, he is 'iconic.'",Politics,4/26/2018
"Ryan dismissed House chaplain, leaving lawmakers questioning rational",Politics,4/26/2018
Americans think their democracy is falling short,Politics,4/26/2018
Senate confirms Grenell as ambassador to Germany over Democrats’ objections,Politics,4/26/2018
"Amid Trump’s diplomatic thaw, Otto Warmbier’s parents sue North Korea for having ‘brutally tortured and murdered’ their son",Politics,4/26/2018
Half of Republicans say the news media should be described as the enemy of the American people,Politics,4/26/2018
Scott Pruitt admits role in aide's pay raise but calls attacks on him politically motivated,Politics,4/26/2018
Bill Cosby's conviction will go down as the first of the #MeToo era,Politics,4/26/2018
When you are and aren't legally allowed to lie to the FBI,Politics,4/26/2018
Bill Cosby's conviction will go down as the first of the #MeToo era,Politics,4/26/2018
How a week of triumph for Trump was convulsed by chaos and contradiction,Politics,4/26/2018
"Democratic Sen. Robert Menendez is ‘severely admonished’ by Ethics Committee, ordered to repay gifts",Politics,4/26/2018
FBI casts doubt on White House timeline involving former aide accused of spouse abuse,Politics,4/26/2018
"House Democrats propose pouring money into education, scientific research as they aim to retake majority",Politics,4/26/2018
"Ronny Jackson withdraws as Trump’s nominee to lead Veterans Affairs, but he remains under scrutiny",Politics,4/26/2018
Trump admonishes Tester for role in failure of Veterans Affairs nominee,Politics,4/26/2018
"Cohen, Davidson: Amid Trump’s legal troubles, two lawyers’ names surface again and again",Politics,4/26/2018
Trump touts ‘historic’ meeting between Korean leaders but says ‘only time will tell’ where it leads,Politics,4/27/2018
‘Either very sick or very dumb’: Trump escalates attacks on former FBI director,Politics,4/27/2018
The Health 202: Trump to deliver first-time speech on drug prices in early May,Politics,4/27/2018
The Finance 202: Hensarling compromise clears a path for bank deregulation,Politics,4/27/2018
The Energy 202: House Republicans criticize Democrats for criticizing Pruitt,Politics,4/27/2018
The Daily 202: Bill Cosby’s conviction is a watershed. It also shows how hard it is to hold alleged abusers accountable.,Politics,4/27/2018
"Trump offers more praise for rapper Kanye West, cites other African Americans who’ve said to give him a chance",Politics,4/27/2018
House Intelligence Committee Republicans release final Russia report,Politics,4/27/2018
"One out of every four days the U.S. has existed, the Koreas have been at war",Politics,4/27/2018
"Ryan seeks to defend ouster of House chaplain, as members question his motives",Politics,4/27/2018
Trump is claiming North Korea wins before the game really starts,Politics,4/27/2018
Trump is claiming North Korea wins before the game really starts,Politics,4/27/2018
Why Paul Ryan's chaplain firing is very weird,Politics,4/27/2018
The House Intelligence Committee report is full of bizarre redactions,Politics,4/27/2018
Why the Paul Ryan-chaplain firing is very weird,Politics,4/27/2018
The executive time of his life: Trump collects media praise as Koreas talk peace,Politics,4/27/2018
Paul Ryan's chaplain firing just got weirder,Politics,4/27/2018
Paul Ryan's chaplain firing just got weirder,Politics,4/27/2018
Pence's 'compassionate conservative' credentials take a major hit with embrace of Arpaio,Politics,5/2/2018
‘A very steady hand’: New White House lawyer brings deep experience as he enters fray of Russia investigation,Politics,5/2/2018
Political stress test: Trump’s medical history becomes another divisive issue,Politics,5/2/2018
"D.C. consultant and former lobbyist helped arrange Scott Pruitt's canceled trip to Australia, records show",Politics,5/2/2018
‘We need some new blood’: Many Democrats call for next generation of House leaders,Politics,5/2/2018
Trump repaying the Stormy Daniels money doesn't mean there were no campaign finance violations,Politics,5/2/2018
Giuliani: Trump repaid attorney Cohen for Stormy Daniels settlement,Politics,5/2/2018
Condo board heads to court to get Trump name removed from building,Politics,5/2/2018
"Charlie Rose’s misconduct was widespread at CBS and three managers were warned, investigation finds",Politics,5/2/2018
‘Who wants to work there now?’ Trump’s Ronny Jackson fiasco may be the least of VA’s worries,Politics,5/2/2018
The unsupported claim that James Clapper tipped Jake Tapper about the dossier,Politics,5/3/2018
Transcript: Giuliani interview with The Washington Post,Politics,5/3/2018
Trump's blatant coverup of the Stormy Daniels payment,Politics,5/3/2018
Trump's blatant coverup of the Stormy Daniels payment,Politics,5/3/2018
Giuliani: Russia probe should stay away from Ivanka Trump,Politics,5/3/2018
Giuliani claims Trump 'immune' from Mueller subpoena,Politics,5/3/2018
Trump offers explanation on Twitter about how he reimbursed his lawyer to hush porn star,Politics,5/3/2018
The Energy 202: Interior agency blocks group of archaeologists from attending scientific conference,Politics,5/3/2018
The Daily 202: The Supreme Court has a blockbuster season,Politics,5/3/2018
‘We’re not suckers’: Giuliani says he won’t let Mueller ‘trap’ Trump into perjury,Politics,5/3/2018
The Finance 202: Trump team faces long odds for trade breakthrough in Beijing,Politics,5/3/2018
The Health 202: Here's why it's a nightmare to lower U.S. drug prices,Politics,5/3/2018
"Amid Stormy Daniels news, Trump expected to announce faith-based office on National Day of Prayer",Politics,5/3/2018
The accidental journalism of Sean Hannity and ‘Fox &#038; Friends',Politics,5/3/2018
What is 'Made in China 2025' — and why is it a threat to Trump's trade goals?,Politics,5/3/2018
The accidental journalism of Sean Hannity and ‘Fox &#038; Friends',Politics,5/3/2018
The question underlying Giuliani's very unusual explanation of how Trump repaid Michael Cohen,Politics,5/3/2018
The other questionable case Giuliani made last night: Mueller can't subpoena the president,Politics,5/3/2018
What's the next shoe to drop in the Stormy Daniels case? Rudy Giuliani drops some hints.,Politics,5/3/2018
"Republicans have a new Comey problem, thanks to Rudy Giuliani",Politics,5/3/2018
"Rudy Giuliani's revealing interview with Sean Hannity, annotated",Politics,5/3/2018
What's the next shoe to drop in the Stormy Daniels case? Rudy Giuliani drops some hints.,Politics,5/3/2018
"Republicans have a new Comey problem, thanks to Rudy Giuliani",Politics,5/3/2018
Comey takes to Twitter to knock Giuliani for calling FBI agents ‘stormtroopers’,Politics,5/3/2018
‘I was going to get this over with’: Inside Giuliani’s explosive Stormy Daniels revelation,Politics,5/3/2018
The president and his attorney didn’t tell the truth. Now Giuliani has. Will that change anything?,Politics,5/3/2018
From 'shut up and dribble' to a possible White House summit featuring athletes and entertainers,Politics,5/3/2018
Sarah Huckabee Sanders basically just blamed Trump for misleading her,Politics,5/3/2018
Giuliani said the Stormy Daniels payment was legal. Here’s what campaign finance experts said.,Politics,5/3/2018
Sarah Huckabee Sanders basically just blamed Trump for misleading her,Politics,5/3/2018
How the Trump team’s Stormy Daniels story shifted again and again,Politics,5/3/2018
How many questions could Trump answer in a 2-hour interview with Mueller?,Politics,5/3/2018
Rep. Tony Cárdenas denies lawsuit’s allegations of child sex abuse in 2007,Politics,5/3/2018
How the Trump team’s Stormy Daniels story shifted again and again,Politics,5/3/2018
"In a reversal, Speaker Ryan says the House chaplain will remain in his post",Politics,5/3/2018
West Virginia GOP candidate says McConnell created jobs for ‘China people’,Politics,5/3/2018
"In Pennsylvania race, it's Tom Steyer's money vs. Bud Selig's money",Politics,5/3/2018
Missouri to hold session to consider impeaching governor,Politics,5/3/2018
Pruitt's EPA denies climate science. Republicans can correct him. Will they?,Politics,5/4/2018
What Netanyahu's dramatic speech about Iran's nuclear program revealed — and concealed,Politics,5/4/2018
Then and now: How Congress reacted to impeachment threats against Presidents Clinton and Trump,Politics,5/4/2018
Then and now: How Congress reacted to impeachment threats against Presidents Clinton and Trump,Politics,5/4/2018
Pompeo knows to boost morale; boosting foreign aid also should be on his agenda,Politics,5/4/2018
Trump promotes TV appearance by lawyer who questions Mueller’s right to interview him,Politics,5/4/2018
"The Daily 202: Hey, Republicans: Pelosi attack ads may not be enough to keep the House",Politics,5/4/2018
Rudy Giuliani tries to clean up his hubris-inspired mess,Politics,5/4/2018
Lebanese citizens vote Sunday. Here are 4 things to know about the first parliamentary elections since 2009.,Politics,5/4/2018
The Finance 202: Beijing trade talks conclude with no progress. Get ready for a long slog.,Politics,5/4/2018
Rudy Giuliani tries to clean up his hubris-inspired mess,Politics,5/4/2018
The very big difference between a wiretap and how the feds tracked Michael Cohen,Politics,5/4/2018
The Health 202: Calorie counts at restaurants are aimed at trimming waistlines. But science suggests they don't necessarily work.,Politics,5/4/2018
The Energy 202: Three senior Scott Pruitt aides resigned from the EPA this week,Politics,5/4/2018
Kellyanne Conway says she didn’t know about payment to porn star while she ran Trump’s campaign,Politics,5/4/2018
Black unemployment hits a new low - but still trails white unemployment significantly,Politics,5/4/2018
Trump touts unemployment drop — but a ‘WITCH HUNT’ remains on his mind,Politics,5/4/2018
Wiretapping corrections by NBC and ABC bookend a rough week for the media,Politics,5/4/2018
Trump says he’d ‘love’ to testify in Russia probe if treated fairly,Politics,5/4/2018
Trump: U.S. troop withdrawal from South Korea is not on the table — for now,Politics,5/4/2018
Trump got a 'do-over' with white evangelicals. Will continuing Stormy Daniels news affect that?,Politics,5/4/2018
Trump got a 'do-over' with white evangelicals. Will continuing Stormy Daniels news affect that?,Politics,5/4/2018
Giuliani’s claim that Trump repaid Cohen seems oddly shaky,Politics,5/4/2018
"The Clash, 'Rudie Can't Fail': The Week In One Song",Politics,5/4/2018
