headline,date
"Thank you, South Carolina! #MakeAmericaGreatAgain #Trump2016 https://t.co/pIDqnY4IL3",2/16/2016
"Will be interviewed by @StephenAtHome tonight by phone- a late show first @CBS @colbertlateshow. Enjoy! 
#Colbert #LSSC",2/16/2016
"Explain to @brithume and @megynkelly, who know nothing, that I will beat Hillary and win states (and dem-indie votes) that no other R can!",2/17/2016
".@brithume thinks that when Republicans drop out of the race, someone will pick up ALL of that vote. The fact is I will get much of it!",2/17/2016
"""@Good2bqueen67:  @brithume @megynkelly They're too lame to get it, Sir. When you win the election they'll get it.""",2/17/2016
Thank you  @kayleighmcenany for your nice words - great knowledge and style! We are doing really well in South Carolina. @CNN @donlemon,2/17/2016
"""@debdew2:  @brithume @megynkelly @DiamondandSilk FOX: TRUMP HATERS R SCARED BECAUSE THEY LOSE -  TRUMP IS WINNING https://t.co/6umGLYjWhT""",2/17/2016
"Why does @megynkelly devote so much time on her shows to me, almost always negative?  Without me her ratings would tank. Get a life Megyn!",2/17/2016
"""@babo_sirin: BUSTED AGAIN: @TedCruz in Hot Water Over Possibly Illegal Fundraising #SCPrimary https://t.co/aaTtAbfOXx"" The guy is bad news",2/17/2016
"""@ChJLuc91: @YomasterJon @RichardTBurnett  Scary how smoothly Cruz looks into the camera and lies about Trump, CANT be #POTUS! #Trump2016""",2/17/2016
"Interesting how President Obama so haltingly said I ""would never be president"" - This from perhaps the worst president in U.S. history!",2/17/2016
".@lindseygraham, who had zero in his presidential run before dropping out in disgrace- saying the most horrible things about me on @FoxNews.",2/17/2016
"I will beat Hillary easily, but Lindsey Graham says I won't, and yet he got zero against me- no cred! Why does FOX put him on?",2/17/2016
.@FoxNews is so biased it is disgusting. They do not want Trump to win. All negative!,2/17/2016
"Just out Nevada poll shows Jeb Bush at 1%, he should take his dumb mouthpiece, @LindseyGrahamSC, and just go home.",2/17/2016
"Jeb Bush just got contact lenses and got rid of the glasses. He wants to look cool, but it's far too late. 1% in Nevada!",2/17/2016
#MakeAmericaGreatAgain #Trump2016 https://t.co/uMLm0Gd3lX,2/17/2016
Thank you Nevada! #MakeAmericaGreatAgain #Trump2016 https://t.co/n6hGfdCWuv,2/17/2016
"THANK YOU AMERICA! 
#MakeAmericaGreatAgain #Trump2016 https://t.co/TRrdR0nlpM",2/17/2016
"Join us tomorrow in Kiawah, South Carolina! #SCPrimary #VoteTrumpSC
#Trump2016 
https://t.co/pG868uImBb",2/17/2016
"Amazing that while I lead by big numbers in the new Q and and USA Today polls, the the press only wants to report on the phony WSJ/NBC poll.",2/18/2016
"The just out USA Today National Poll, where I lead by big numbers, shows that in a head to head matchup, I beat both Hillary and Bernie.",2/18/2016
I love being in South Carolina. We are leading big in all of the State polls - Saturday is a BIG day. MAKE AMERICA GREAT AGAIN!,2/18/2016
New CBS National Poll just out - massive lead for Trump. The Wall Street Journal/NBC Poll is a total joke. No wonder WSJ is doing so badly!,2/18/2016
"Thank you America! #Trump2016
https://t.co/U9L0ja3frk https://t.co/oqv2dSa1ET",2/18/2016
#MakeAmericaGreatAgain #Trump2016 https://t.co/nrcrU08sQ6,2/18/2016
"Thank you South Carolina! Together, WE WILL MAKE AMERICA GREAT AGAIN! #VoteTrumpSC https://t.co/ZkXPm9lPL1",2/18/2016
".@FoxNews is changing their  theme from ""fair and balanced"" to ""unfair and unbalanced."" But dying @WSJ is worse.Their phony poll is a  joke!",2/18/2016
I agree with Marco Rubio that Ted Cruz is a liar!,2/18/2016
"Response to the Pope:
https://t.co/iWDjTIQyhE",2/18/2016
RT @TomOdell: .@FoxNews - Pope who lives in a Vatican city fortified with huge walls thinks it's wrong to build walls? Really? https://t.co…,2/18/2016
"RT @benshapiro: Pope on Trump: ""A person who thinks only about building walls...is not Christian."" This is Vatican City. https://t.co/ehmsL…",2/18/2016
"Join us tomorrow night in Charleston, South Carolina! #SCPrimary #Trump2016 https://t.co/VauoRmgcVz",2/18/2016
"Join us Saturday night- for the South Carolina Primary Watch Party!
#SCPrimary #Trump2016 https://t.co/AqRhLydI0u",2/18/2016
"RT @JoeNBC: ""Pope Francis, tear down that wall!""
#vaticanwalls https://t.co/mDGANFtApb",2/19/2016
"We will MAKE AMERICA SAFE &amp; GREAT AGAIN! #Trump2016 #VoteTrumpSC
https://t.co/wG4RgO0pNm https://t.co/3XpJvBZuk5",2/19/2016
Tonight I will be on @FoxNews with @SeanHannity at 10pm and @CNN w/ @AndersonCooper at 10:10pm. Enjoy! #VoteTrumpSC #Trump2016,2/19/2016
"""@KathyTravels777:  ĺ @andersoncooper Tonight on CNN @realDonaldTrump was GREAT. Loved the intimacy of conversation w the people""",2/19/2016
Thank you South Carolina! Everyone get out and vote tomorrow! We will #MakeAmericaGreatAgain! https://t.co/Q2qxHINAHo,2/19/2016
"A message from @IvankaTrump! #SCPrimary #VoteTrumpSC #MakeAmericaGreatAgain 
Video: https://t.co/5NZw5Bs6NR https://t.co/KEx85mQxEv",2/19/2016
"I was asked about healthcare by Anderson Cooper &amp; have been consistent- I will repeal all of #ObamaCare, including the mandate, period.",2/19/2016
"I was referring to a backstop for pre-existing conditions. I will eliminate the law, in its entirety, &amp; replace it w/ something much better.",2/19/2016
"I will replace it with private plans, health savings accounts, &amp; allow purchasing across state lines. Maximum choice &amp; freedom for consumer.",2/19/2016
I’m self-funding and I am going to take care of the people – not the special interests and insurance companies like the other candidates.,2/19/2016
"Remember, Cruz and Bush gave us Roberts who upheld #ObamaCare twice! I am the only one who will #MAKEAMERICAGREATAGAIN!",2/19/2016
#MakeAmericaGreatAgain #Trump2016  https://t.co/zIn9Zl4Ukx,2/19/2016
#MakeAmericaGreatAgain #Trump2016 https://t.co/6hP6PzPkY5,2/19/2016
I have built so many great &amp; complicated projects– creating tens of thousands of jobs-video: https://t.co/9cqt78cGiT https://t.co/4Q7oJHKoqV,2/19/2016
I use both iPhone &amp; Samsung. If Apple doesn't give info to authorities on the terrorists I'll only be using Samsung until they give info.,2/19/2016
Hopefully others will follow suit. Our country needs &amp; should demand security. It is time to get tough &amp; be smart!,2/19/2016
Boycott all Apple products  until such time as Apple gives cellphone info to authorities regarding radical Islamic terrorist couple from Cal,2/19/2016
"Just finished two major speeches in South Carolina. Big crowds, great people. Going for a third now!",2/19/2016
MAKE AMERICA GREAT AGAIN!,2/19/2016
"""@dnmiller2000: @realDonaldTrump I'm a Regan Dem and believe in your message! God bless you and your campaign!""",2/20/2016
"""@rwalkerTennesse: #SouthCarolina If you want a job next January @Vote_For_Trump today. @realDonaldTrump will work for the people.""",2/20/2016
Lying #Ted Cruz just (on election day) came out with a sneak and sleazy Robocall. He holds up the Bible but in fact is a true lowlife pol!,2/20/2016
"""@Metazip: @AnnCoulter @DavidJMadeira  TheTrump phenomenon summed up: “Leadership, Fighter and Winner.” Not a Liar https://t.co/rz8BC4n8B5""",2/20/2016
"""@TrumpNewMedia:  Get out &amp; #VoteTrump if you don't #VoteTrump NOTHING will change it's that simple! #VoteTrump https://t.co/0QUSXERSql""",2/20/2016
"""@FamilyRedsFans: @FoxNews is really starting to campaign hard for marcorubio. #fairandbalancedmyass""  He is weak on illegal immigration!",2/20/2016
"""@ResisTyr:  Mr.Trump...BOTH Cruz AND Rubio are ineligible to be POTUS! It's a SLAM DUNK CASE!! Check it! https://t.co/NjqWP0pP6X""",2/20/2016
"""@TrumpNewMedia: WHY DOES TED CRUZ LIE SO MUCH? LET'S FACE IT TED NEVER CREATED EVEN 1 JOB HIS ENTIRE LIFE! #WATCH: https://t.co/modgRNn1DJ",2/20/2016
"""@Blackan: #SCPrimary @realDonaldTrump is the only one who will protect American interests. #MakeAmericaGreatAgain https://t.co/Hbqjg1fb1t""",2/20/2016
"""@BirgitOlsen1: @realDonaldTrump @Justice41ca  @Vote_For_Trump EVERYBODY ON TWITTER GET OUT TO VOTE FOR TRUMP TODAY IN SOUTH CAROLINA""",2/20/2016
"""@micah_micahk: @realDonaldTrump @blackan @DanScavino this veteran voted for Trump in TX early voting! https://t.co/DTtUvc59NJ""",2/20/2016
I am the only candidate (in many years) who is self-funding his campaign. Lobbyists and $ interests totally control all other candidates!,2/20/2016
"""@JoeNBC: Trump expressed concerns months after the Iraq War began, while 60% of Americans still supported the war. https://t.co/YmJBSgPRa7""",2/20/2016
"""@Carolyn82471448: @WayneDupreeShow @realDonaldTrump All aboard the Trump Train!""",2/20/2016
I wonder if President Obama would have attended the funeral of Justice Scalia if it were held in a Mosque? Very sad that he did not go!,2/20/2016
Remember that Marco Rubio is very weak on illegal immigration. South Carolina needs strength as illegals and Syrians pour in. Don't allow it,2/20/2016
"South Carolina voters have the future of our country in their hands. Vote now (today), and MAKE AMERICA GREAT AGAIN!",2/20/2016
"""@CarrollKuykend2: This veteran just voted @realDonaldTrump in the SC primary, let's make America great again!""",2/20/2016
People (pundits) gave me no chance in South Carolina. Now it looks like a possible win. I would be happy with a one vote victory! (HOPE),2/21/2016
"What a great night. Thank you South Carolina, a special place with truly amazing people! LOVE",2/21/2016
"""@mikeliberation: This is the best reaction shot I've ever seen lol #Trump2016"" https://t.co/jqxI7QoxEY",2/21/2016
"Thank you @SarahPalinUSA for your amazing help and support. Big win, leaving now for Atlanta and Nevada.The people of South Carolina got it!",2/21/2016
I will be live on all of the major morning talk shows. Enjoy!,2/21/2016
The failing @WSJ Wall Street Journal should fire both its pollster and its Editorial Board. Seldom has a paper been so wrong.Totally biased!,2/21/2016
A quote was read from a parody account last night on MSNBC re: Jeb.  https://t.co/4twxJ4blje,2/21/2016
Thank you South Carolina!  https://t.co/U1HoDmuuH3,2/21/2016
RT @BretEastonEllis: Just back from a dinner in West Hollywood: shocked the majority of the table was voting for Trump but they would never…,2/21/2016
"RT @EricTrump: Nevada we are on our way! #VoteTrumpNV #Trump2016
Caucus locator: https://t.co/r8ijPnCsmO https://t.co/kNhQcETaTV",2/21/2016
"THANK YOU Atlanta, Georgia! Leaving for Nevada now. Lets MAKE AMERICA SAFE AND GREAT AGAIN! https://t.co/wHfraU67yX https://t.co/WqvxMwJk2S",2/22/2016
"A number of months ago, I was not expected to win South Carolina,Ted Cruz was, and yet I won in a landslide - every group and category. WIN!",2/22/2016
"""@EricTrump: Nevada we are on our way! #VoteTrumpNV #Trump2016 Caucus locator: https://t.co/aUSzSnOzlm https://t.co/bCRelzywxk""",2/22/2016
"I am in Las Vegas, at the best hotel (by far), Trump International. I will be working with my wonderful teams and volunteers to WIN Nevada!",2/22/2016
"The reason that Ted Cruz lost the Evangelicals in S.C. is because he is a world class LIAR, and Evangelicals do not like liars!",2/22/2016
"""@gregusp61: You really rocked them hard in S.C. Rubio and Cruz were pummled. So glad Jeb is gone! Next no liar!""",2/22/2016
"""@1sonny12: @KSmith233035 @mitchellvii  FLORIDIANS ARE UPSET BECAUSE RUBIO DID NOT DO WHAT HE PROMISED ONCE HE WAS ELECTED! VOTE TRUMP""",2/22/2016
"I hear the Rickets family, who own the Chicago Cubs, are secretly spending $'s against me. They better be careful, they have a lot to hide!",2/22/2016
"""@ScotMReed: No matter what liar sleazeball @rickwtyler says about @tedcruz in Tennessee. We have early voting and @realDonaldTrump has won.",2/22/2016
"""@SandraR677582: @FLTrumpTeam Florida starts early voting on March 5 extending to March 15. Absentee ballots have been sent out! #Trump2016""",2/22/2016
Many people are now saying I won South Carolina because of the last debate. I showed anger and the people of our country are very angry!,2/22/2016
Thank you for your endorsement @paulteutulsr! #BikersForTrump #VoteTrumpNV Video: https://t.co/1JEdwPPCux https://t.co/56gkQTM7oc,2/22/2016
"It is so important to audit The Federal Reserve, and yet Ted Cruz missed the vote on the bill that would allow this to be done.",2/22/2016
"Wow, Ted Cruz falsely suggested Marco Rubio mocked the Bible and was just forced to fire his Communications Director. More dirty tricks!",2/22/2016
Ted Cruz has been playing an ad about me that is so ridiculously false - no basis in fact. Take ad down Ted. Biggest liar in politics!,2/22/2016
Ted Cruz has now apologized to Marco Rubio and Ben Carson for fraud and dirty tricks. No wonder he has lost Evangelical support!,2/22/2016
"Just saw the phony ad by Cruz - totally false, more dirty tricks. He got caught in so many lies - is this man crazy?",2/22/2016
Ted Cruz should be disqualified from his fraudulent win in Iowa. Weak RNC and Republican leadership probably won't let this happen! Sad.,2/22/2016
"I will be on @seanhannity tonight- from Las Vegas, Nevada at 10pmE. Enjoy! #Hannity #Trump2016 https://t.co/mx5rxf4oHl",2/23/2016
"RT @DonaldJTrumpJr: Thank you Elko County, Nevada. So much amazing feedback from my forum today I really appreciate it #trump2016 #ICYMI ht…",2/23/2016
"Thank you Illinois! Great news! #VoteTrumpIL on 3/15!
Trump 28%
Cruz 15%
Rubio 14%
Kasich 13%
Bush 8%
Carson 6%
Simon Poll/SIU",2/23/2016
"Just watched the very incompetent Mitt Romney Campaign Strategist, Stuart Stevens. Now I know why Mitt lost so badly. Stevens is a clown!",2/23/2016
"WOW! Thank you Massachusetts! See you soon. #VoteTrumpMA
https://t.co/mNbDUPrEeh",2/23/2016
"Great poll! Thank you North Carolina! 
#VoteTrumpNC on 3/15!
Trump 36%
Cruz 18%
Rubio 18%
Carson 10%
Kasich 7%
Via @SurveyUSA",2/23/2016
"Thank you Michigan! #VoteTrumpMI
Trump 35%
Kasich 17%
Cruz 12%
Rubio 12%
Carson 9% 
Via: ARG",2/23/2016
"Thank you Vermont! #VoteTrumpVT 
https://t.co/8KGOpqDb9t",2/23/2016
Great Town Hall tonight at 10:00 P.M. (Eastern) conducted by @seanhannity on @FoxNews,2/23/2016
"A big fat hit job on @oreillyfactor tonight. A total waste of time to watch, boring and biased. @brithume said I would never run, a dope!",2/23/2016
Ted Cruz said on @oreillyfactor that illegals sent out of country by my administration would come right back as citizens. Another lie-crazy!,2/23/2016
"RT @DonaldJTrumpJr: Nevada: Here is a quick video @IvankaTrump created on ""How to Caucus"" - very quick and simple! https://t.co/W8ohs9gDvY …",2/23/2016
